uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collections,inScheme,theme,seeAlso,topConceptOf
LUC_IV_001,100-41-4|100-42-5|105270-05-1|106-42-3|108-38-3|108-67-8|108-88-3|108-90-7|11120-46-0|117079-77-3|120037-99-2|12627-11-1|12770-88-6|144637-93-4|172641-48-4|172867-64-0|174973-66-1|25014-31-7|25551-13-7|26181-88-4|27271-55-2|28213-80-1|3101-08-4|39470-87-6|40494-15-3|42612-14-6|50643-04-4|50717-45-8|51609-83-7|51609-87-1|526-73-8|52932-49-7|53112-49-5|53986-84-8|54596-41-7|54682-86-9|55128-06-8|55465-00-4|56451-72-0|56748-62-0|57657-06-4|58033-91-3|60120-16-3|60328-46-3|60880-98-0|61584-89-2|61584-90-5|63849-49-0|68333-89-1|68411-37-0|68411-39-2|68411-45-0|68411-84-7|68441-35-0|68553-94-6|68650-36-2|68908-88-3|68956-52-5|68987-41-7|70955-17-8|71-43-2|79637-11-9|81834-12-0|86090-91-7|9003-53-6|9044-64-8|9055-91-8|95-36-3|95-47-6|95-63-6|98-82-8|98-83-9|98444-30-5,chemische_stof:AUHZEENZYGFFBQ-UHFFFAOYSA-N|chemische_stof:CTQNGGLPUBDAKN-UHFFFAOYSA-N|chemische_stof:FYGHSUNMUKGBRK-UHFFFAOYSA-N|chemische_stof:GWHJZXXIDMPWGX-UHFFFAOYSA-N|chemische_stof:IVSZLXZYQVIEFR-UHFFFAOYSA-N|chemische_stof:MVPPADPHJFYWMZ-UHFFFAOYSA-N|chemische_stof:PPBRXRYQALVLMV-UHFFFAOYSA-N|chemische_stof:RWGFKTVRMDUZSP-UHFFFAOYSA-N|chemische_stof:UHOVQNZJYSORNB-UHFFFAOYSA-N|chemische_stof:URLKBWYHVLBVBO-UHFFFAOYSA-N|chemische_stof:XYLMUPLGERFSHI-UHFFFAOYSA-N|chemische_stof:YNQLUTRBYVCPMQ-UHFFFAOYSA-N|chemische_stof:YXFVVABEGXRONW-UHFFFAOYSA-N,skos:Concept,LUC/IV/001,De kwantitatieve bepaling van op actieve kool geadsorbeerde aromatische koolwaterstoffen met GC-MS,,"In deze methode staat de bepaling van volgende aromatische koolwaterstoffen in emissies (matrix lucht) beschreven: benzeen, isopropenylbenzeen (alfa-methylstyreen), isopropylbenzeen (cumeen), styreen, tolueen, trimethylbenzenen (1,2,3-, 1,2,4- en1,3,5-trimethylbenzeen), xylenen (o-, m- en p-xyleen), chloorbenzeen en ethylbenzeen.De aromatische koolwaterstoffen worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_001.pdf,conceptscheme:observatieprocedure
LUC_IV_002,106-93-4|107-06-2|120025-75-4|127-18-4|1605-72-7|25038-48-6|37243-65-5|39373-50-7|50861-72-8|50926-92-6|52037-46-4|52399-93-6|56-23-5|56590-95-5|624-61-3|67-66-3|71-55-6|74552-83-3|75-09-2|75-29-6|75-35-4|7572-29-4|79-00-5|79-01-6|8003-07-4|8013-54-5|9002-85-1|9050-12-8,chemische_stof:CYTYCFOTNPOANT-UHFFFAOYSA-N|chemische_stof:HEDRZPFGACZZDS-UHFFFAOYSA-N|chemische_stof:LGXVIGDEPROXKC-UHFFFAOYSA-N|chemische_stof:PAAZPARNPHGIKF-UHFFFAOYSA-N|chemische_stof:UBOXGVDOUJQMTN-UHFFFAOYSA-N|chemische_stof:ULYZAYCEDJDHCC-UHFFFAOYSA-N|chemische_stof:UOCLXMDMGBRAIB-UHFFFAOYSA-N|chemische_stof:VZGDMQKNWNREIO-UHFFFAOYSA-N|chemische_stof:WSLDOOZREJYCGB-UHFFFAOYSA-N|chemische_stof:XSTXAVWGXDQKEL-UHFFFAOYSA-N|chemische_stof:YMWUJEATGCHHMB-UHFFFAOYSA-N,skos:Concept,LUC/IV/002,De kwantitatieve bepaling van op actieve kool geadsorbeerde alifatische halogeenkoolwaterstoffen met GC-MS,,"In deze methode staat de bepaling van volgende alifatische halogeenkoolwaterstoffen in emissies (matrix lucht) beschreven: tetrachloorethyleen,1,1,2-trichloorethaan, 1,1,1-trichloorethaan, tetrachloormethaan, 1,2-dibroomethaan, trichloorethyleen, chloroform (trichloormethaan), 1,2-dichloorethaan, dichloormethaan. 2-Chloorpropaan en 1,1-dichloorethyleen worden gemeten volgens dezelfde methode.De alifatische halogeenkoolwaterstoffen worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_002.pdf,conceptscheme:observatieprocedure
LUC_IV_003,102868-77-9|104841-59-0|109-86-4|110-80-5|111-76-2|12623-96-0|126966-17-4|134919-42-9|138753-86-3|142172-77-8|146162-92-7|154701-70-9|154885-26-4|158360-78-2|162582-19-6|163294-10-8|163733-28-6|165338-17-0|166441-82-3|178613-33-7|185250-24-2|187523-66-6|189209-93-6|193008-24-1|195970-98-0|207799-14-2|212969-32-9|216693-45-7|41396-14-9|54386-07-1|57244-93-6|64543-87-9|69592-91-2|72664-19-8|77102-87-5|86002-19-9|9004-74-4|9004-77-7|91826-72-1|95507-78-1|95507-80-5|96231-36-6,chemische_stof:POAOYUHQDCAZBD-UHFFFAOYSA-N|chemische_stof:XNWFRZJHXBZDAG-UHFFFAOYSA-N|chemische_stof:ZNQVEEAIQZEUHB-UHFFFAOYSA-N,skos:Concept,LUC/IV/003,De kwantitatieve bepaling van op actieve kool geadsorbeerde glycolethers met GC-MS,,"In deze methode staat de bepaling van volgende glycolethers in emissies (matrix lucht) beschreven: 2-methoxyethanol, 2-ethoxyethanol, 2-butoxyethanol.De glycolethers worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_003.pdf,conceptscheme:observatieprocedure
LUC_IV_004,102256-29-1|108-05-4|110-19-0|116404-62-7|123-86-4|140-88-5|141-78-6|153313-65-6|162221-54-7|169238-64-6|220713-32-6|220713-36-0|37199-30-7|540-88-5|61891-42-7|79-20-9|80-62-6|82041-23-4|85306-26-9|87605-70-7|9003-32-1|9065-11-6|96-33-3,chemische_stof:BAPJBEWLBFYGME-UHFFFAOYSA-N|chemische_stof:DKPFZGUDAPQIHT-UHFFFAOYSA-N|chemische_stof:GJRQTCIYDGXPES-UHFFFAOYSA-N|chemische_stof:JIGUQPWFLRLWPJ-UHFFFAOYSA-N|chemische_stof:KXKVLQRXCPHEJC-UHFFFAOYSA-N|chemische_stof:VVQNEPGJFQJSBK-UHFFFAOYSA-N|chemische_stof:WMOVHXAZOJBABW-UHFFFAOYSA-N|chemische_stof:XEKOWRVHYACXOJ-UHFFFAOYSA-N|chemische_stof:XTXRWKRVRITETP-UHFFFAOYSA-N,skos:Concept,LUC/IV/004,De kwantitatieve bepaling van op actieve kool geadsorbeerde esters en acrylaten met GC-MS,,"In deze methode staat de bepaling van volgende esters en acrylaten in emissies (matrix lucht) beschreven: methylacetaat, Ethylacetaat, n-butylacetaat, iso-butylacetaat, t-butylacetaat, methylacrylaat, ethylacrylaat, methylmethacrylaat.De esters en acrylaten worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_004.pdf,conceptscheme:observatieprocedure
LUC_IV_005,105054-87-3|108778-38-7|111-66-0|153522-12-4|25189-70-2|25339-56-4|33004-04-5|592-41-6|592-76-7|68037-01-4|68526-53-4|68526-54-5|68526-99-8|68527-00-4|68783-15-3|872-05-9,chemische_stof:AFFLGGQVNFXPEV-UHFFFAOYSA-N|chemische_stof:KWKAKUADMBZCLK-UHFFFAOYSA-N|chemische_stof:LIKMAJRDDDTEIG-UHFFFAOYSA-N|chemische_stof:ZGEGCLOFRBLKSE-UHFFFAOYSA-N,skos:Concept,LUC/IV/005,De kwantitatieve bepaling van op actieve kool geadsorbeerde olefinische koolwaterstoffen met GC-MS,,"In deze methode staat de bepaling van volgende olefinische koolwaterstoffen in emissies (matrix lucht) beschreven: 1-hexeen, 1-hepteen, 1-octeen, 1-deceen. De olefinische koolwaterstoffen worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_005.pdf,conceptscheme:observatieprocedure
LUC_IV_006,102056-77-9|109-66-0|110-54-3|111-65-9|111-84-2|124-18-5|142-82-5|31372-91-5|44607-13-8|50985-84-7|61193-19-9|63335-87-5|68475-60-5|68476-43-7|68476-44-8|68476-55-1|68647-60-9|73138-29-1|8031-33-2|8031-34-3|8031-35-4|92112-69-1,chemische_stof:BKIMMITUMNQMOS-UHFFFAOYSA-N|chemische_stof:DIOQZVSQGTUSAI-UHFFFAOYSA-N|chemische_stof:IMNFDUFMRHMDMM-UHFFFAOYSA-N|chemische_stof:OFBQJSOFQDEBGM-UHFFFAOYSA-N|chemische_stof:TVMXDCGIABBOFY-UHFFFAOYSA-N|chemische_stof:VLKZOEOYAKHREP-UHFFFAOYSA-N,skos:Concept,LUC/IV/006,De kwantitatieve bepaling van op actieve kool geadsorbeerde paraffinische koolwaterstoffen met GC-MS,,"In deze methode staat de bepaling van volgende paraffinische koolwaterstoffen in emissies (matrix lucht) beschreven: n-pentaan, n-hexaan, n-heptaan, n-octaan, n-nonaan, n-decaanDe paraffinische koolwaterstoffen worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_006.pdf,conceptscheme:observatieprocedure
LUC_IV_007,108-10-1|108-83-8|108-94-1|11119-77-0|123-42-2|1331-22-2|135311-02-3|24965-84-2|24965-87-5|583-60-8|589-92-4|591-24-2|625-96-7|67-64-1|68514-40-9|78-93-3|9003-41-2|9075-99-4,chemische_stof:CSCPPACGZOOCGX-UHFFFAOYSA-N|chemische_stof:JHIVVAPYMSGYDF-UHFFFAOYSA-N|chemische_stof:LFSAPCRASZRSKS-UHFFFAOYSA-N|chemische_stof:NTIZESTWPVYFNL-UHFFFAOYSA-N|chemische_stof:PTTPXKJBFFKCEK-UHFFFAOYSA-N|chemische_stof:SWXVUIWOUIDPGS-UHFFFAOYSA-N|chemische_stof:UJBOOUHRTQVGRU-UHFFFAOYSA-N|chemische_stof:VGVHNLRUAMRIEW-UHFFFAOYSA-N|chemische_stof:ZWEHNKRNPOVVGH-UHFFFAOYSA-N,skos:Concept,LUC/IV/007,De kwantitatieve bepaling van op koolstof moleculaire zeef geadsorbeerde ketonen met GC-MS,,"In deze methode staat de bepaling van volgende ketonen in emissies (matrix lucht) beschreven: Cyclohexanon, 2,6-dimethylheptaan-4-on, 2-methylcyclohexanon, 3-methylcyclohexanon, 4-methylcyclohexanon, Aceton, 2-butanon, 4-methyl-2-pentanon, 4-hydroxy-4-methyl-2-pentanon	De ketonen worden op Carboxen 1000 gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_007.pdf,conceptscheme:observatieprocedure
LUC_IV_008,108-20-3|109-99-9|123-91-1|142-96-1|24979-97-3|28347-88-8|28347-91-3|39449-24-6|54841-74-6|60-29-7|68991-48-0|69013-19-0|69227-20-9|70131-58-7|71011-10-4|74446-43-8|7578-39-4|77392-70-2,chemische_stof:DURPTKYDGMDSBL-UHFFFAOYSA-N|chemische_stof:RTZKZFJDLAIYFH-UHFFFAOYSA-N|chemische_stof:RYHBNJHYFVUHQT-UHFFFAOYSA-N|chemische_stof:WYURNTSHIVDZCO-UHFFFAOYSA-N|chemische_stof:ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,skos:Concept,LUC/IV/008,De kwantitatieve bepaling van op actieve kool geadsorbeerde ethers met GC-MS,,"In deze methode staat de bepaling van volgende ethers in emissies (matrix lucht) beschreven: Di-ethylether, Di-isopropylether, Tetrahydrofuraan, 1,4 –dioxaan, Di-n-butyletherDe ethers worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_008.pdf,conceptscheme:observatieprocedure
LUC_IV_009,107569-51-7|121182-78-3|14254-05-8|15892-23-6|220713-25-7|25212-86-6|35296-72-1|42031-19-6|4221-99-2|5131-95-3|62309-51-7|64-17-5|67-63-0|68475-56-9|68989-27-5|71-23-8|71-36-3|71076-86-3|71329-38-9|75-65-0|78-83-1|78-92-2|8000-16-6|8013-70-5|8024-45-1|88161-36-8|93793-62-5|98-00-0,chemische_stof:BDERNNFJNOPAEC-UHFFFAOYSA-N|chemische_stof:BTANRVKWQNVYAZ-UHFFFAOYSA-N|chemische_stof:DKGAVHZHDRPRBM-UHFFFAOYSA-N|chemische_stof:KFZMGEQAYNKOFK-UHFFFAOYSA-N|chemische_stof:LFQSCWFLJHTTHZ-UHFFFAOYSA-N|chemische_stof:LRHPLDYGYMQRHN-UHFFFAOYSA-N|chemische_stof:XPFVYQJUAUNWIW-UHFFFAOYSA-N|chemische_stof:ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,skos:Concept,LUC/IV/009,De kwantitatieve bepaling van op koolstof moleculaire zeef geadsorbeerde alcoholen met GC-MS,,"In deze methode staat de bepaling van volgende alcoholen in emissies (matrix lucht) beschreven: Ethanol, n-Propanol, Isopropanol, n-Butanol, s-Butanol, t-Butanol, IsobutanolDe alcoholen worden op Carboxen 1000 gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_009.pdf,conceptscheme:observatieprocedure
LUC_IV_010,114057-15-7|15175-63-0|15175-77-6|33513-42-7|68-12-2,chemische_stof:ZMXDDKWLCZADIW-UHFFFAOYSA-N,skos:Concept,LUC/IV/010,De kwantitatieve bepaling van op koolstof moleculaire zeef geadsorbeerde dimethylformamide met GC-MS,,In deze methode staat de bepaling van dimethylformamide in emissies (matrix lucht) beschreven.Dimethylformamide wordt op Carboxen 1000 gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ,collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_010.pdf,conceptscheme:observatieprocedure
LUC_IV_011,100-41-4|100-42-5|102056-77-9|105054-87-3|105270-05-1|106-42-3|106-46-7|106-93-4|107-06-2|108-05-4|108-20-3|108-38-3|108-67-8|108-88-3|108-90-7|108778-38-7|109-66-0|109-99-9|110-54-3|111-65-9|111-66-0|111-84-2|11120-46-0|117079-77-3|120025-75-4|120037-99-2|123-86-4|123-91-1|124-11-8|124-18-5|12627-11-1|127-18-4|12770-88-6|142-82-5|142-96-1|144637-93-4|153522-12-4|156-59-2|156-60-5|1605-72-7|172641-48-4|172867-64-0|174973-66-1|220713-36-0|24634-92-2|24979-97-3|25014-31-7|25038-48-6|25189-70-2|25321-22-6|25339-56-4|25551-13-7|26181-88-4|27271-55-2|28213-80-1|28347-88-8|28347-91-3|3101-08-4|31372-91-5|33004-04-5|37243-65-5|39373-50-7|39449-24-6|39470-87-6|40494-15-3|42612-14-6|43695-79-0|44607-13-8|50643-04-4|50717-45-8|50861-72-8|50926-92-6|50985-84-7|51609-83-7|51609-87-1|52037-46-4|52399-93-6|526-73-8|52932-49-7|53112-49-5|53986-84-8|540-59-0|54596-41-7|54682-86-9|54841-74-6|55128-06-8|55465-00-4|56-23-5|56451-72-0|56590-95-5|56748-62-0|57657-06-4|58033-91-3|592-41-6|592-76-7|60-29-7|60120-16-3|60328-46-3|60880-98-0|61193-19-9|61584-89-2|61584-90-5|61891-42-7|624-61-3|63335-87-5|63849-49-0|67-64-1|67-66-3|68037-01-4|68333-89-1|68411-37-0|68411-39-2|68411-45-0|68411-84-7|68441-35-0|68475-60-5|68476-43-7|68476-44-8|68476-55-1|68526-53-4|68526-54-5|68526-55-6|68526-99-8|68527-00-4|68553-94-6|68647-60-9|68650-36-2|68783-15-3|68855-57-2|68908-88-3|68956-52-5|68987-41-7|68991-48-0|69013-19-0|69227-20-9|70131-58-7|70955-17-8|71-43-2|71-55-6|71011-10-4|73138-29-1|73513-56-1|7440-44-0|74446-43-8|74552-83-3|75-09-2|75-29-6|75-35-4|7572-29-4|7578-39-4|77392-70-2|79-00-5|79-01-6|79637-11-9|8003-07-4|8013-54-5|8031-33-2|8031-34-3|8031-35-4|81834-12-0|82041-23-4|85306-26-9|86090-91-7|872-05-9|9002-85-1|9003-53-6|9044-64-8|9050-12-8|9055-91-8|92112-69-1|95-36-3|95-47-6|95-50-1|95-63-6|98-82-8|98-83-9|98444-30-5,chemische_stof:AFFLGGQVNFXPEV-UHFFFAOYSA-N|chemische_stof:AUHZEENZYGFFBQ-UHFFFAOYSA-N|chemische_stof:BKIMMITUMNQMOS-UHFFFAOYSA-N|chemische_stof:CSCPPACGZOOCGX-UHFFFAOYSA-N|chemische_stof:CTQNGGLPUBDAKN-UHFFFAOYSA-N|chemische_stof:CYTYCFOTNPOANT-UHFFFAOYSA-N|chemische_stof:DIOQZVSQGTUSAI-UHFFFAOYSA-N|chemische_stof:DKPFZGUDAPQIHT-UHFFFAOYSA-N|chemische_stof:DURPTKYDGMDSBL-UHFFFAOYSA-N|chemische_stof:FYGHSUNMUKGBRK-UHFFFAOYSA-N|chemische_stof:GWHJZXXIDMPWGX-UHFFFAOYSA-N|chemische_stof:HEDRZPFGACZZDS-UHFFFAOYSA-N|chemische_stof:IMNFDUFMRHMDMM-UHFFFAOYSA-N|chemische_stof:IVSZLXZYQVIEFR-UHFFFAOYSA-N|chemische_stof:JRZJOMJEPLMPRA-UHFFFAOYSA-N|chemische_stof:KFUSEUYYWQURPO-OWOJBTEDSA-N|chemische_stof:KFUSEUYYWQURPO-UPHRSURJSA-N|chemische_stof:KWKAKUADMBZCLK-UHFFFAOYSA-N|chemische_stof:LGXVIGDEPROXKC-UHFFFAOYSA-N|chemische_stof:LIKMAJRDDDTEIG-UHFFFAOYSA-N|chemische_stof:MVPPADPHJFYWMZ-UHFFFAOYSA-N|chemische_stof:OCJBOOLMMGQPQU-UHFFFAOYSA-N|chemische_stof:OFBQJSOFQDEBGM-UHFFFAOYSA-N|chemische_stof:OKTJSMMVPCPJKN-UHFFFAOYSA-N|chemische_stof:PAAZPARNPHGIKF-UHFFFAOYSA-N|chemische_stof:PPBRXRYQALVLMV-UHFFFAOYSA-N|chemische_stof:RFFLAFLAYFXFSW-UHFFFAOYSA-N|chemische_stof:RTZKZFJDLAIYFH-UHFFFAOYSA-N|chemische_stof:RWGFKTVRMDUZSP-UHFFFAOYSA-N|chemische_stof:RYHBNJHYFVUHQT-UHFFFAOYSA-N|chemische_stof:TVMXDCGIABBOFY-UHFFFAOYSA-N|chemische_stof:UBOXGVDOUJQMTN-UHFFFAOYSA-N|chemische_stof:UHOVQNZJYSORNB-UHFFFAOYSA-N|chemische_stof:ULYZAYCEDJDHCC-UHFFFAOYSA-N|chemische_stof:UOCLXMDMGBRAIB-UHFFFAOYSA-N|chemische_stof:URLKBWYHVLBVBO-UHFFFAOYSA-N|chemische_stof:VLKZOEOYAKHREP-UHFFFAOYSA-N|chemische_stof:VZGDMQKNWNREIO-UHFFFAOYSA-N|chemische_stof:WSLDOOZREJYCGB-UHFFFAOYSA-N|chemische_stof:WYURNTSHIVDZCO-UHFFFAOYSA-N|chemische_stof:XSTXAVWGXDQKEL-UHFFFAOYSA-N|chemische_stof:XTXRWKRVRITETP-UHFFFAOYSA-N|chemische_stof:XYLMUPLGERFSHI-UHFFFAOYSA-N|chemische_stof:YMWUJEATGCHHMB-UHFFFAOYSA-N|chemische_stof:YNQLUTRBYVCPMQ-UHFFFAOYSA-N|chemische_stof:YXFVVABEGXRONW-UHFFFAOYSA-N|chemische_stof:ZAFNJMIOTHYJRJ-UHFFFAOYSA-N|chemische_stof:ZGEGCLOFRBLKSE-UHFFFAOYSA-N,skos:Concept,LUC/IV/011,Gecombineerde methode voor de kwantitatieve bepaling van op actieve kool geadsorbeerde vluchtige organische stoffen met GC-MS,,"Deze methode beschrijft de bepaling van volgende vluchtige organische stoffen in emissies (matrix lucht) met behulp van actieve kool. Deze methode houdt rekening met de bepalingen uit CEN/TS 13649: Benzeen; 1,2-dichloorbenzeen; Chloorbenzeen; 1,4-dichloorbenzeen; Ethylbenzeen; Isopropenylbenzeen (alfa-methylstyreen); Isopropylbenzeen (cumeen); Styreen; Tolueen; Trimethylbenzenen (1,2,3-, 1,2,4- en 1,3,5-trimethylbenzeen); Xylenen (o-, m- en p-xyleen); 1,2-dibroomethaan; 1,1,2-trichloorethaan; 1,1-dichloorethyleen; 1,2-dichloorethaan; Chloroform (trichloormethaan); Tetrachloormethaan; 1,1,1-trichloorethaan; 1,1-dichloorethaan; 2-chloorpropaan; Tetrachloorethyleen; Trichloorethyleen; cis-1,2-dichlooretheen; Dichloormethaan; trans-1,2-dichlooretheen; 1-deceen; 1-hepteen; 1-hexeen; 1-noneen; 1-octeen; n-decaan; n-heptaan; n-hexaan; n-nonaan; n-octaan; n-pentaan; 1,4 –dioxaan; Tetrahydrofuraan; Di-ethylether; Di-isopropylether; Di-n-butylether; Vinylacetaat; Aceton; n-butylacetaatDe vluchtige organische stoffen worden op actieve kool gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_011.pdf,conceptscheme:observatieprocedure
LUC_IV_012,102256-29-1|102868-77-9|104841-59-0|107569-51-7|108-10-1|108-83-8|108-94-1|109-86-4|110-19-0|110-80-5|111-76-2|11119-77-0|116404-62-7|121182-78-3|123-42-2|123-86-4|12623-96-0|126966-17-4|134919-42-9|135311-02-3|138753-86-3|140-88-5|141-78-6|142172-77-8|14254-05-8|146162-92-7|153313-65-6|154701-70-9|154885-26-4|158360-78-2|15892-23-6|162221-54-7|162582-19-6|163294-10-8|163733-28-6|165338-17-0|166441-82-3|169238-64-6|178613-33-7|185250-24-2|187523-66-6|189209-93-6|193008-24-1|195970-98-0|207799-14-2|212969-32-9|216693-45-7|220713-25-7|220713-32-6|24965-84-2|24965-87-5|35296-72-1|37199-30-7|41396-14-9|42031-19-6|4221-99-2|5131-95-3|540-88-5|54386-07-1|57244-93-6|583-60-8|591-24-2|62309-51-7|625-96-7|64-17-5|64543-87-9|67-63-0|67-64-1|68475-56-9|68514-40-9|68989-27-5|69592-91-2|71-23-8|71-36-3|71076-86-3|71329-38-9|72664-19-8|7440-44-0|75-65-0|77102-87-5|78-83-1|78-92-2|78-93-3|80-62-6|8000-16-6|8013-70-5|8024-45-1|86002-19-9|87605-70-7|9003-32-1|9003-41-2|9004-74-4|9004-77-7|9065-11-6|9075-99-4|91826-72-1|95507-78-1|95507-80-5|96-33-3|96231-36-6,chemische_stof:BAPJBEWLBFYGME-UHFFFAOYSA-N|chemische_stof:BDERNNFJNOPAEC-UHFFFAOYSA-N|chemische_stof:BTANRVKWQNVYAZ-UHFFFAOYSA-N|chemische_stof:CSCPPACGZOOCGX-UHFFFAOYSA-N|chemische_stof:DKGAVHZHDRPRBM-UHFFFAOYSA-N|chemische_stof:DKPFZGUDAPQIHT-UHFFFAOYSA-N|chemische_stof:GJRQTCIYDGXPES-UHFFFAOYSA-N|chemische_stof:JHIVVAPYMSGYDF-UHFFFAOYSA-N|chemische_stof:JIGUQPWFLRLWPJ-UHFFFAOYSA-N|chemische_stof:KFZMGEQAYNKOFK-UHFFFAOYSA-N|chemische_stof:LFQSCWFLJHTTHZ-UHFFFAOYSA-N|chemische_stof:LFSAPCRASZRSKS-UHFFFAOYSA-N|chemische_stof:LRHPLDYGYMQRHN-UHFFFAOYSA-N|chemische_stof:NTIZESTWPVYFNL-UHFFFAOYSA-N|chemische_stof:OKTJSMMVPCPJKN-UHFFFAOYSA-N|chemische_stof:POAOYUHQDCAZBD-UHFFFAOYSA-N|chemische_stof:PTTPXKJBFFKCEK-UHFFFAOYSA-N|chemische_stof:SWXVUIWOUIDPGS-UHFFFAOYSA-N|chemische_stof:UJBOOUHRTQVGRU-UHFFFAOYSA-N|chemische_stof:VVQNEPGJFQJSBK-UHFFFAOYSA-N|chemische_stof:WMOVHXAZOJBABW-UHFFFAOYSA-N|chemische_stof:XEKOWRVHYACXOJ-UHFFFAOYSA-N|chemische_stof:XNWFRZJHXBZDAG-UHFFFAOYSA-N|chemische_stof:ZNQVEEAIQZEUHB-UHFFFAOYSA-N|chemische_stof:ZWEHNKRNPOVVGH-UHFFFAOYSA-N|chemische_stof:ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,skos:Concept,LUC/IV/012,Gecombineerde methode voor de kwantitatieve bepaling van op koolstof moleculaire zeef geadsorbeerde vluchtige organische stoffen met GC-MS,,"Deze methode beschrijft de bepaling van volgende vluchtige organische stoffen in emissies (matrix lucht) met behulp van koolstof moleculaire zeef. Deze methode houdt rekening met de bepalingen uit CEN/TS 13649: 2-butoxyethanol; 2-ethoxyethanol; 2-methoxyethanol; Ethylacrylaat; Methylacrylaat; Methylmethacrylaat; Ethylacetaat; iso-butylacetaat; n-butylacetaat; t-butylacetaat; 2,6-dimethylheptaan-4-on; 2-methylcyclohexanon; 3-methylcyclohexanon; 4-methylcyclohexanon; Cyclohexanon; 2-butanon; 4-hydroxy-4-methyl-2-pentanon; 4-methyl-2-pentanon; Aceton; Ethanol; Isobutanol; Isopropanol; n-butanol; n-propanol; s-butanol; t-butanolDe vluchtige organische stoffen worden op koolstof moleculaire zeef gepreconcentreerd. De extractie - oplossing – verkregen na solventdesorptie – wordt m.b.v. GC-MS (gaschromatografie - massaspectrometrie) geanalyseerd.",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_IV_012.pdf,conceptscheme:observatieprocedure
LUC_V_001,,,skos:Concept,LUC/V/001,Bepaling van zeer vluchtige organische stoffen (ZVOS) in emissies met behulp van gaschromatografie,,"Deze methode beschrijft de bepaling in emissies van zeer vluchtige organische stoffen (ZVOS) die in gasvorm worden bemonsterd en via injectie in gasvorm door gaschromatografie worden geanalyseerd. De bemonstering gebeurt aan de bron in een gashouder (zak, canister, ampoule) door middel van een bemonsteringssysteem dat eventueel is uitgerust met een stoffilter, waterafscheider of verdunningssysteem. ",collectie:lucht,conceptscheme:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_V_001.pdf,conceptscheme:observatieprocedure
